TIMEINT_MINUTES,1,2,3,4,5,6,7,8,9,TIMEINT
292.5,73.66,0.0,231.59,76.86,39.28,0.0,0.0,0.0,0.0,290-295
297.5,73.66,0.0,231.59,76.24,39.39,0.0,0.0,0.0,0.0,295-300
302.5,73.66,0.0,231.59,75.87,39.39,0.0,0.0,0.0,0.0,300-305
307.5,73.66,0.0,231.59,75.87,39.39,0.0,0.0,0.0,0.0,305-310
312.5,72.29,0.0,232.15,75.87,39.39,0.0,0.0,0.0,0.0,310-315
317.5,73.69,0.0,239.83,75.71,39.39,0.0,0.0,0.0,0.0,315-320
322.5,73.69,0.0,250.56,75.73,39.39,0.0,0.0,0.0,0.0,320-325
327.5,75.78,0.0,251.16,75.73,39.39,0.0,0.0,0.0,0.0,325-330
332.5,73.68,0.0,252.67,76.87,39.39,0.0,0.0,0.0,0.0,330-335
337.5,73.68,0.0,262.98,77.26,39.39,0.0,0.0,0.0,0.0,335-340
342.5,73.68,0.0,263.62,77.26,39.39,0.0,0.0,0.0,0.0,340-345
347.5,73.68,0.0,263.62,77.26,39.39,0.0,0.0,0.0,0.0,345-350
352.5,73.68,0.0,263.62,77.26,39.39,0.0,0.0,0.0,0.0,350-355
357.5,73.68,0.0,263.62,77.26,39.39,0.0,0.0,0.0,0.0,355-360
362.5,73.68,0.0,263.62,77.26,39.39,0.0,0.0,0.0,0.0,360-365
367.5,73.68,0.0,263.62,77.26,39.39,0.0,0.0,0.0,0.0,365-370
372.5,73.68,0.0,263.62,77.26,39.39,0.0,0.0,0.0,0.0,370-375
377.5,73.68,0.0,263.62,77.26,39.39,0.0,0.0,0.0,0.0,375-380
382.5,73.68,0.0,263.62,77.26,39.39,0.0,0.0,0.0,0.0,380-385
387.5,72.48,0.0,263.62,77.26,39.39,0.0,0.0,0.0,0.0,385-390
392.5,78.32,0.0,263.62,77.4,39.39,0.0,0.0,0.0,0.0,390-395
397.5,84.01,0.0,258.81,77.92,39.39,0.0,0.0,0.0,0.0,395-400
402.5,80.04,0.0,265.04,78.43,39.39,0.0,0.0,0.0,0.0,400-405
407.5,80.04,0.0,270.04,79.28,39.39,0.0,0.0,0.0,0.0,405-410
412.5,80.04,0.0,270.04,79.28,39.39,0.0,0.0,0.0,0.0,410-415
417.5,80.04,0.0,270.04,79.28,39.39,0.0,0.0,0.0,0.0,415-420
422.5,80.04,0.0,270.04,79.28,39.39,0.0,0.0,0.0,0.0,420-425
427.5,75.83,4.57,267.35,78.69,35.24,0.0,0.0,0.0,0.0,425-430
432.5,79.97,2.39,249.6,80.48,39.43,0.0,0.0,0.0,0.0,430-435
437.5,79.97,0.0,272.63,80.48,39.43,0.0,0.0,0.0,0.0,435-440
442.5,76.6,0.0,284.55,80.48,37.81,0.0,0.0,0.0,0.0,440-445
447.5,62.27,0.0,279.06,80.36,34.51,0.0,0.0,0.0,0.0,445-450
452.5,55.2,0.0,279.83,74.64,31.76,0.0,0.0,0.0,0.0,450-455
457.5,60.46,0.29,290.49,53.42,36.1,0.0,0.0,0.0,0.0,455-460
462.5,60.46,0.0,288.89,79.12,40.8,0.0,0.0,0.0,0.0,460-465
467.5,60.46,0.0,289.1,79.4,40.8,0.0,0.0,0.0,0.0,465-470
472.5,60.46,0.0,289.1,79.4,40.8,0.0,0.0,0.0,0.0,470-475
477.5,56.5,0.0,289.1,79.21,40.8,0.0,0.0,0.0,0.0,475-480
482.5,53.91,0.0,293.41,79.1,40.8,0.0,0.0,0.0,0.0,480-485
487.5,53.91,0.0,303.5,79.44,40.8,0.0,0.0,0.0,0.0,485-490
492.5,53.91,0.0,306.98,79.44,40.8,0.0,0.0,0.0,0.0,490-495
497.5,51.63,0.0,306.98,79.44,40.8,0.0,0.0,0.0,0.0,495-500
502.5,43.22,0.0,306.98,78.74,37.04,0.0,0.0,0.0,0.0,500-505
507.5,44.94,0.0,302.08,78.35,40.35,0.0,0.0,0.0,0.0,505-510
512.5,50.68,0.0,303.4,77.5,38.44,0.0,0.0,0.0,0.0,510-515
517.5,58.31,0.0,307.63,74.4,35.95,0.0,0.0,0.0,0.0,515-520
522.5,65.42,19.56,293.52,78.11,36.08,0.0,0.0,0.0,0.0,520-525
527.5,65.42,34.88,288.01,78.11,41.4,0.0,0.0,0.0,0.0,525-530
532.5,60.01,35.89,288.27,76.24,41.4,0.0,0.0,0.0,0.0,530-535
537.5,69.89,35.49,284.69,77.12,41.4,0.0,0.0,0.0,0.0,535-540
542.5,69.14,29.57,290.37,77.48,41.4,0.0,0.0,0.0,0.0,540-545
547.5,66.92,29.57,298.38,77.32,41.4,0.0,0.0,0.0,0.0,545-550
552.5,76.88,24.97,295.29,77.02,41.4,0.0,0.0,0.0,0.0,550-555
557.5,71.74,19.86,289.34,76.82,38.18,0.0,0.0,0.0,0.0,555-560
562.5,73.77,21.76,278.68,74.76,34.81,0.0,0.0,0.0,0.0,560-565
567.5,72.93,10.46,296.38,76.71,40.97,0.0,0.0,0.0,0.0,565-570
572.5,65.65,10.46,300.97,77.38,40.97,0.0,0.0,0.0,0.0,570-575
577.5,58.48,9.69,301.71,77.78,38.42,0.0,0.0,0.0,0.0,575-580
582.5,71.88,0.14,279.69,77.5,38.79,0.0,0.0,0.0,0.0,580-585
587.5,80.75,0.0,303.47,77.25,39.83,0.0,0.0,0.0,0.0,585-590
592.5,92.23,0.0,311.79,76.52,35.24,0.0,0.0,0.0,0.0,590-595
597.5,81.32,0.0,313.69,76.79,35.24,0.0,0.0,0.0,0.0,595-600
602.5,79.71,0.0,318.61,79.16,35.24,0.0,0.0,0.0,0.0,600-605
607.5,79.69,0.0,322.92,76.41,40.34,0.0,0.0,0.0,0.0,605-610
612.5,77.32,0.0,331.17,76.19,41.93,0.0,0.0,0.0,0.0,610-615
617.5,74.3,0.0,328.83,76.85,41.93,0.0,0.0,0.0,0.0,615-620
622.5,74.3,0.0,331.42,77.0,41.93,0.0,0.0,0.0,0.0,620-625
627.5,77.18,0.0,329.29,77.12,41.93,0.0,0.0,0.0,0.0,625-630
632.5,76.42,0.0,326.01,78.22,41.93,0.0,0.0,0.0,0.0,630-635
637.5,97.46,0.0,326.82,78.62,41.93,0.0,0.0,0.0,0.0,635-640
642.5,99.82,0.0,328.68,78.7,41.93,0.0,0.0,0.0,0.0,640-645
647.5,99.82,0.0,332.73,78.89,41.93,0.0,0.0,0.0,0.0,645-650
652.5,96.43,0.0,329.61,78.89,41.93,0.0,0.0,0.0,0.0,650-655
657.5,89.82,0.0,321.75,78.69,32.08,0.0,0.0,0.0,0.0,655-660
662.5,83.35,0.0,313.18,74.33,36.11,0.0,0.0,0.0,0.0,660-665
667.5,86.52,0.0,307.87,75.26,36.35,0.0,0.0,0.0,0.0,665-670
672.5,90.64,0.0,304.36,77.9,36.35,0.0,0.0,0.0,0.0,670-675
677.5,98.92,0.08,299.16,78.42,36.35,0.0,0.0,0.0,0.0,675-680
682.5,92.8,0.0,293.9,79.01,36.35,0.0,0.0,0.0,0.0,680-685
687.5,85.75,0.0,285.11,70.1,36.35,0.0,0.0,0.0,0.0,685-690
692.5,102.6,0.0,270.66,67.78,36.35,0.0,0.0,0.0,0.0,690-695
697.5,114.97,0.0,270.02,76.15,36.35,0.0,0.0,0.0,0.0,695-700
702.5,111.67,0.0,283.23,76.84,36.35,0.0,0.0,0.0,0.0,700-705
707.5,111.32,0.0,283.28,75.36,36.3,0.0,0.0,0.0,0.0,705-710
712.5,106.08,0.0,282.25,72.75,36.27,0.0,0.0,0.0,0.0,710-715
717.5,106.25,0.0,281.17,76.61,36.15,0.0,0.0,0.0,0.0,715-720
722.5,106.43,0.0,286.25,78.95,35.6,0.0,0.0,0.0,0.0,720-725
727.5,113.99,0.0,287.52,78.64,40.89,0.0,0.0,0.0,0.0,725-730
732.5,105.46,0.22,277.62,80.04,40.89,0.0,0.0,0.0,0.0,730-735
737.5,91.38,0.0,284.65,79.42,40.89,0.0,0.0,0.0,0.0,735-740
742.5,97.47,7.77,279.02,79.24,31.39,0.0,0.0,0.0,0.0,740-745
747.5,98.67,24.78,257.98,71.95,17.18,0.0,0.0,0.0,0.0,745-750
752.5,96.97,13.64,262.07,73.78,31.74,0.0,0.0,0.0,0.0,750-755
757.5,107.38,10.5,265.93,77.41,32.1,0.0,0.0,0.0,0.0,755-760
762.5,106.07,10.5,271.65,80.75,34.11,0.0,0.0,0.0,0.0,760-765
767.5,102.52,10.5,270.06,78.39,34.11,0.0,0.0,0.0,0.0,765-770
772.5,99.46,8.18,267.96,77.33,29.77,0.0,0.0,0.0,0.0,770-775
777.5,102.34,5.89,272.09,77.23,34.78,0.0,0.0,0.0,0.0,775-780
782.5,102.34,16.14,266.69,76.54,34.78,0.0,0.0,0.0,0.0,780-785
787.5,105.4,15.06,269.66,76.39,34.78,0.0,0.0,0.0,0.0,785-790
792.5,107.1,1.29,260.78,75.61,34.78,0.0,0.0,0.0,0.0,790-795
797.5,108.35,0.0,262.07,68.4,30.66,0.0,0.0,0.0,0.0,795-800
802.5,97.35,0.0,272.37,68.74,34.88,0.0,0.0,0.0,0.0,800-805
807.5,97.54,0.0,278.67,77.42,34.88,0.0,0.0,0.0,0.0,805-810
812.5,97.09,0.0,278.43,77.22,34.88,0.0,0.0,0.0,0.0,810-815
817.5,101.19,0.0,269.58,78.76,34.88,0.0,0.0,0.0,0.0,815-820
822.5,101.43,0.0,282.22,78.75,30.84,0.0,0.0,0.0,0.0,820-825
827.5,99.41,0.0,283.5,79.22,33.93,0.0,0.0,0.0,0.0,825-830
832.5,96.17,0.0,283.34,79.03,34.5,0.0,0.0,0.0,0.0,830-835
837.5,96.17,0.0,274.49,78.31,34.5,0.0,0.0,0.0,0.0,835-840
842.5,91.64,0.0,283.92,78.98,34.5,0.0,0.0,0.0,0.0,840-845
847.5,99.6,0.0,283.92,77.49,34.5,0.0,0.0,0.0,0.0,845-850
852.5,98.53,0.0,283.92,78.64,34.5,0.0,0.0,0.0,0.0,850-855
857.5,104.9,0.0,285.83,78.12,34.5,0.0,0.0,0.0,0.0,855-860
862.5,106.21,0.0,296.28,78.54,34.5,0.0,0.0,0.0,0.0,860-865
867.5,93.76,0.0,295.76,77.47,34.5,0.0,0.0,0.0,0.0,865-870
872.5,89.3,0.0,286.15,77.08,28.47,0.0,0.0,0.0,0.0,870-875
877.5,94.84,0.19,279.08,77.41,30.36,0.0,0.0,0.0,0.0,875-880
882.5,93.46,0.0,280.85,77.19,34.85,0.0,0.0,0.0,0.0,880-885
887.5,103.38,0.0,276.79,77.35,33.43,0.0,0.0,0.0,0.0,885-890
892.5,113.48,0.0,267.37,77.83,32.0,0.0,0.0,0.0,0.0,890-895
897.5,114.16,0.0,283.43,76.85,34.7,0.0,0.0,0.0,0.0,895-900
902.5,110.79,0.0,289.71,77.08,34.7,0.0,0.0,0.0,0.0,900-905
907.5,113.45,0.0,293.66,75.28,34.7,0.0,0.0,0.0,0.0,905-910
912.5,115.63,0.3,283.54,76.7,34.7,0.0,0.0,0.0,0.0,910-915
917.5,111.83,0.0,282.1,80.41,34.7,0.0,0.0,0.0,0.0,915-920
922.5,108.82,0.0,275.58,72.81,34.7,0.0,0.0,0.0,0.0,920-925
927.5,114.62,0.0,278.77,75.44,34.7,0.0,0.0,0.0,0.0,925-930
932.5,114.62,0.0,289.25,76.21,34.7,0.0,0.0,0.0,0.0,930-935
937.5,114.62,0.0,290.31,76.21,34.7,0.0,0.0,0.0,0.0,935-940
942.5,112.0,0.0,285.96,76.22,34.7,0.0,0.0,0.0,0.0,940-945
947.5,104.65,0.0,272.9,61.91,34.7,0.0,0.0,0.0,0.0,945-950
952.5,108.2,0.0,261.84,71.86,34.7,0.0,0.0,0.0,0.0,950-955
957.5,106.31,0.0,267.4,77.49,34.7,0.0,0.0,0.0,0.0,955-960
962.5,109.04,0.0,266.74,61.67,34.7,0.0,0.0,0.0,0.0,960-965
967.5,110.3,0.0,261.64,14.21,34.7,0.0,0.0,0.0,0.0,965-970
972.5,116.0,0.0,273.62,0.0,34.7,0.0,0.0,0.0,0.0,970-975
977.5,106.61,0.0,269.28,0.0,34.7,0.0,0.0,0.0,0.0,975-980
982.5,106.68,0.0,261.27,41.2,34.7,0.0,0.0,0.0,0.0,980-985
987.5,105.09,0.0,263.6,78.17,31.52,0.0,0.0,0.0,0.0,985-990
992.5,118.73,0.0,270.5,70.09,35.23,0.0,0.0,0.0,0.0,990-995
997.5,119.63,0.0,275.42,67.63,35.23,0.0,0.0,0.0,0.0,995-1000
1002.5,121.89,0.0,271.92,76.39,35.23,0.0,0.0,0.0,0.0,1000-1005
1007.5,117.76,0.0,276.15,76.7,35.23,0.0,0.0,0.0,0.0,1005-1010
1012.5,122.92,0.0,272.24,57.16,35.23,0.0,0.0,0.0,0.0,1010-1015
1017.5,127.71,0.0,261.79,58.16,32.67,0.0,0.0,0.0,0.0,1015-1020
1022.5,127.56,0.0,271.79,39.39,27.07,0.0,0.0,0.0,0.0,1020-1025
1027.5,122.54,0.0,267.51,28.11,31.59,0.0,0.0,0.0,0.0,1025-1030
1032.5,127.94,0.0,256.21,28.99,26.0,0.0,0.0,0.0,0.0,1030-1035
1037.5,126.78,0.0,259.01,62.52,32.49,1.43,0.0,0.0,0.0,1035-1040
1042.5,128.72,0.0,258.61,29.98,33.76,0.0,0.0,0.0,0.0,1040-1045
1047.5,125.49,0.0,261.73,26.89,33.37,0.0,0.0,0.0,0.0,1045-1050
1052.5,121.08,0.0,258.58,11.24,30.16,0.0,0.0,0.0,0.0,1050-1055
1057.5,117.15,0.0,255.0,9.73,33.95,0.0,0.0,0.0,0.0,1055-1060
1062.5,114.58,0.0,250.84,9.73,33.95,0.0,0.0,0.0,0.0,1060-1065
1067.5,124.85,0.0,232.6,1.27,33.95,0.0,0.0,0.0,0.0,1065-1070
1072.5,117.68,0.0,212.22,18.25,31.94,0.0,0.0,0.0,0.0,1070-1075
1077.5,116.88,0.0,237.17,77.71,31.87,0.0,0.0,0.0,0.0,1075-1080
1082.5,116.88,0.0,251.82,79.43,34.15,0.0,0.0,0.0,0.0,1080-1085
1087.5,119.02,0.0,244.93,73.83,34.15,0.0,0.0,0.0,0.0,1085-1090
1092.5,111.51,0.0,228.03,63.05,34.15,0.0,0.0,0.0,0.0,1090-1095
1097.5,101.12,0.0,213.38,44.52,34.15,0.0,0.0,0.0,0.0,1095-1100
1102.5,108.58,0.0,246.11,77.61,34.15,0.0,0.0,0.0,0.0,1100-1105
1107.5,106.57,0.0,248.42,67.3,34.15,0.0,0.0,0.0,0.0,1105-1110
1112.5,105.36,0.0,248.14,77.43,34.15,0.0,0.0,0.0,0.0,1110-1115
1117.5,107.85,0.0,249.34,80.1,34.15,0.0,0.0,0.0,0.0,1115-1120
1122.5,112.19,0.0,249.87,80.1,34.15,0.0,0.0,0.0,0.0,1120-1125
1127.5,114.31,0.0,249.88,79.96,34.15,0.0,0.0,0.0,0.0,1125-1130
1132.5,113.76,0.37,242.14,74.28,34.15,0.0,0.0,0.0,0.0,1130-1135
1137.5,120.95,0.0,226.49,72.06,34.15,0.0,0.0,0.0,0.0,1135-1140
1142.5,115.5,0.0,224.35,58.33,34.15,0.0,0.0,0.0,0.0,1140-1145
1147.5,101.56,0.0,228.32,75.82,34.15,0.0,0.0,0.0,0.0,1145-1150
1152.5,97.05,0.0,237.98,77.05,34.15,0.0,0.0,0.0,0.0,1150-1155
1157.5,89.61,0.0,251.6,75.23,34.15,0.0,0.0,0.0,0.0,1155-1160
1162.5,93.38,0.0,238.99,55.16,34.15,0.0,0.0,0.0,0.0,1160-1165
1167.5,88.75,0.0,245.44,77.69,29.66,0.0,0.0,0.0,0.0,1165-1170
1172.5,87.85,0.0,242.98,77.68,33.7,0.0,0.0,0.0,0.0,1170-1175
1177.5,83.41,0.0,239.43,77.63,33.7,0.0,0.0,0.0,0.0,1175-1180
1182.5,85.12,0.0,226.1,76.75,33.7,0.0,0.0,0.0,0.0,1180-1185
1187.5,82.36,0.0,223.68,61.68,33.7,0.0,0.0,0.0,0.0,1185-1190
1192.5,80.37,0.0,216.64,65.07,33.7,0.0,0.0,0.0,0.0,1190-1195
1197.5,74.47,0.0,206.0,48.81,33.7,0.0,0.0,0.0,0.0,1195-1200
1202.5,87.19,0.0,182.78,54.79,33.7,0.0,0.0,0.0,0.0,1200-1205
1207.5,98.06,0.0,197.34,59.79,33.7,0.0,0.0,0.13,0.0,1205-1210
1212.5,97.13,0.0,250.08,76.24,33.7,0.0,0.0,0.0,0.0,1210-1215
1217.5,99.57,0.0,260.47,77.54,33.7,0.0,0.0,0.0,0.0,1215-1220
1222.5,101.86,0.0,259.22,78.04,33.7,0.0,0.0,0.0,0.0,1220-1225
1227.5,99.93,0.0,263.94,78.69,33.7,0.0,0.0,0.0,0.0,1225-1230
1232.5,90.4,0.01,249.61,77.34,33.7,0.0,0.0,0.0,0.0,1230-1235
1237.5,98.28,0.0,232.05,72.47,33.7,0.0,0.0,0.0,0.0,1235-1240
1242.5,105.76,0.0,224.26,77.62,33.7,0.0,0.0,0.0,0.0,1240-1245
1247.5,97.29,0.37,205.23,72.65,32.32,0.0,0.0,0.0,0.0,1245-1250
1252.5,96.18,0.0,179.29,79.16,25.07,0.0,0.0,0.0,0.0,1250-1255
1257.5,97.18,0.0,166.53,71.87,28.96,0.0,0.0,0.0,0.0,1255-1260
1262.5,95.7,0.0,151.4,54.85,27.35,0.0,0.0,0.0,0.0,1260-1265
1267.5,100.23,0.0,134.99,25.25,26.47,0.0,0.0,0.0,0.0,1265-1270
1272.5,109.76,0.0,129.0,3.32,24.31,0.0,0.0,0.0,0.0,1270-1275
1277.5,112.76,0.0,139.38,38.99,24.57,0.0,0.0,0.0,0.0,1275-1280
1282.5,116.47,0.0,157.62,65.73,25.51,0.0,0.0,0.0,0.0,1280-1285
1287.5,127.33,0.0,189.44,78.29,29.2,0.0,0.0,0.0,0.0,1285-1290
1292.5,122.11,0.0,197.36,78.9,29.2,0.0,0.0,0.0,0.0,1290-1295
1297.5,115.15,0.0,201.1,60.74,26.38,0.0,0.0,0.0,0.0,1295-1300
1302.5,107.27,0.0,200.71,74.77,25.96,0.0,0.0,0.0,0.0,1300-1305
1307.5,111.07,0.0,181.6,71.94,28.52,0.0,0.0,0.1,0.0,1305-1310
1312.5,111.25,0.0,172.31,73.25,28.52,0.0,0.0,0.0,0.0,1310-1315
1317.5,105.36,5.14,137.78,61.85,24.88,0.0,0.0,0.0,0.0,1315-1320
1322.5,102.43,0.0,137.78,42.23,27.04,0.0,0.0,0.0,0.0,1320-1325
1327.5,99.73,0.0,137.78,35.14,27.26,0.0,0.0,0.0,0.0,1325-1330
1332.5,105.88,0.0,137.78,39.11,24.37,0.0,0.0,0.0,0.0,1330-1335
1337.5,103.88,0.0,137.78,47.14,27.73,0.0,0.0,0.0,0.0,1335-1340
1342.5,100.67,0.0,137.56,33.04,27.73,0.0,0.0,0.0,0.0,1340-1345
1347.5,105.18,0.0,134.54,9.1,27.73,0.0,0.0,0.0,0.0,1345-1350
1352.5,95.63,0.0,126.47,1.83,27.73,0.0,0.0,0.0,0.0,1350-1355
1357.5,94.67,0.0,116.97,0.08,24.95,0.0,0.0,0.0,0.0,1355-1360
1362.5,97.45,0.0,125.42,1.49,19.68,0.0,0.0,0.0,0.0,1360-1365
1367.5,99.84,0.0,113.48,0.02,20.19,0.0,0.0,0.0,0.0,1365-1370
1372.5,93.02,0.0,94.66,0.0,13.38,0.0,0.0,0.0,0.0,1370-1375
1377.5,89.54,0.0,65.43,0.0,14.24,0.0,0.0,0.0,0.0,1375-1380
1382.5,90.83,0.0,46.69,0.0,14.03,0.0,0.0,0.0,0.0,1380-1385
1387.5,82.53,0.0,32.91,0.0,14.97,0.0,0.0,0.0,0.0,1385-1390
1392.5,95.27,0.0,0.07,0.0,7.87,0.0,0.0,0.0,0.0,1390-1395
1397.5,95.09,0.0,0.0,0.0,5.85,0.0,0.0,0.0,0.0,1395-1400
1402.5,102.13,0.0,0.0,0.0,16.26,0.0,0.0,0.0,0.0,1400-1405
1407.5,101.81,0.0,0.0,0.0,11.41,0.0,0.0,0.0,0.0,1405-1410
1412.5,102.76,0.0,0.0,0.0,16.21,0.0,0.0,0.0,0.0,1410-1415
1417.5,100.96,0.0,0.0,0.0,13.28,0.0,0.0,0.0,0.0,1415-1420
1422.5,96.88,0.0,0.0,0.0,13.2,0.0,0.0,0.0,0.0,1420-1425
1427.5,86.31,0.0,0.0,0.0,11.65,0.0,0.0,0.07,0.0,1425-1430
1432.5,79.06,0.0,0.0,0.0,12.17,0.0,0.0,0.0,0.0,1430-1435
1437.5,72.61,0.0,0.0,0.03,12.27,0.0,0.0,0.05,0.0,1435-1440
1442.5,76.02,0.0,0.0,0.0,14.63,0.0,0.0,0.0,0.0,1440-1445
1447.5,69.46,0.0,0.0,0.0,14.63,0.0,0.0,0.0,0.0,1445-1450
1452.5,68.78,0.0,0.0,0.0,14.63,0.0,0.0,0.0,0.0,1450-1455
